Date,Time,Title,Location,Description,Formats,Topics,Audience,Skill Level,Speakers
"July 09, 2024",4:45 - 5:05PM,"Leveraging Digital Accessibility Tools with Brightspace for Student Success, Compliance, and Course Quality/Readiness",205 A,"<p>Our session will provide an overview of some of the digital accessibility tools the University of South Dakota (USD) and the SD Board of Regents (SDBOR) have integrated into Brightspace. During our session, we will discuss our successes and challenges with those tools, and how we leverage them to ensure student success and compliance with federal accessibility requirements. Specifically, we will showcase dashboards&mdash;both those provided by the tools as well as custom dashboard we have created&mdash;to track trends and yield insights. We will also highlight how we have integrated some of these tools into our course readiness and quality-assurance processes.</p>",Lightning Session (20 minutes),Accessibility and Inclusive Learning,Higher Education,Intermediate,<p><strong>Angela Jackson</strong><br />University of South Dakota</p><p><strong>Eric Mosterd</strong><br />University of South Dakota / South Dakota Board of Regents</p>
"July 09, 2024",4:45 - 5:30PM,Bright Ideas: Leveraging Global Announcements to Build Instructor Knowledge and Awareness,205 C,"As administrators, our grasp of D2L Brightspace sometimes overlooks the significant knowledge gaps among its users. This session invites attendees to address hidden intricacies in the LMS landscape that often elude instructors. From identifying knowledge gaps to utilizing Announcements as outreach, we aim to empower participants with practical strategies to capture the attention of ever-busy faculty members and to scaffold their support.",Discussion Forum (45 minutes),Accessibility and Inclusive Learning,"Association & Training Organizations, Corporate Learning, Higher Education, K-12",Advanced,<p><strong>Amy Hamman</strong><br />University of Arizona</p><p><strong>Keri Miller</strong><br />The University of Arizona</p>
"July 09, 2024",4:45 - 5:30PM,Co-Development and D2L: The Ultimate Partnership,104 B,"<span class=""TextRun SCXW131548241 BCX0"" lang=""EN-US"" xml:lang=""EN-US"" data-contrast=""none""><span class=""NormalTextRun SCXW131548241 BCX0""> Join State Universities of New York (SUNY) and D2L to learn about this exciting opportunity as we walk through the process of SUNY's co-development proposal. See how the sausage is made and how SUNY was able to get its high-priority features built into Brightspace. Presented by Megan Shuker and Harry Cargile.</span></span>",Standard Breakout (45 minutes),"D2L Solutions How To's/Tips and Tricks, LMS Site Admin and IT Effectiveness","Association & Training Organizations, Higher Education, K-12",Novice,<p><strong>Harry Cargile</strong><br />State University of New York</p><p><strong>Megan Shuker</strong><br />D2L</p>
"July 09, 2024",4:45 - 5:30PM,"Creator+ Empowering Students: Enhance Student Comprehension, Foster Skill-Based Assignments, and Streamline Teacher Workloads",206 D,"Join Elixa Neumann in exploring the versatile applications of Creator+ to enhance content retention, minimize the reliance on traditional assessments and introduce innovative skill-based evaluation methods in Brightspace. In the era of digital learning, where students can easily access content-driven answers through online resources and AI tools, the approach to teaching content retention necessitates a transformative shift. Elixa shares insights into optimizing online teaching practices by moving away from marking assignments with fixed answers. Instead, she focuses on empowering students to explore their interests and cultivate skill-based assessments.",Standard Breakout (45 minutes),Student/Learner Success,K-12,Intermediate,<p><strong>Elixa Neumann</strong><br />Burnaby Online</p>
"July 09, 2024",4:45 - 5:05PM,Four Years Later: How Consulting/Training for Faculty Changed During the Pandemic and What It Looks Like on the Other Side,202 CD,"<p>Identifying and implementing the best means to address faculty&rsquo;s consulting, training and general support needs was always a moving target. Enter 2020 and the COVID pandemic and the target moved faster. As universities transitioned to fully online education and both faculty and staff vacated campuses, it was imminently clear that those responsible for training, supporting and consulting with faculty needed to adapt and do so immediately. Now, four years later as we look back with the pandemic behind us and a return to the &ldquo;new normal,&rdquo; the session will dive into what the Consulting and Training team in Purdue&rsquo;s Teaching and Learning Technologies unit did to ensure that faculty and students would weather the storm of the pandemic successfully. But more importantly, what it learned from the experience. What worked at the time? What no longer works now? What have we continued to do after that we wouldn&rsquo;t have done before?</p>",Lightning Session (20 minutes),Faculty and Trainer Development,Higher Education,Intermediate,<p><strong>Adam Hagen</strong><br />Purdue University</p><p><strong>Addie Sweet</strong><br />Purdue University</p><p><strong>Amy Haston</strong><br />Purdue University</p><p><strong>Ben Holmes</strong><br />Purdue University</p>
"July 09, 2024",4:45 - 5:30PM,How D2L Demonstrates and Delivers on Its Caring for Accessibility,202 AB,"<p><span data-contrast=""none"">Accessibility connects to D2L's mission to &ldquo;change the way the world learns.&rdquo; In this session, you will join four contributors in accessibility at D2L to learn more about how D2L:&nbsp;</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:0,&quot;335559739&quot;:0}"">&nbsp;</span></p><ul><li data-leveltext=""&#61623;"" data-font=""Symbol"" data-listid=""2"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559685&quot;:720,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Symbol&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;&#61623;&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" aria-setsize=""-1"" data-aria-posinset=""1"" data-aria-level=""1""><span data-contrast=""none"">cares about accessibility as a culture and passion&nbsp;</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:0,&quot;335559739&quot;:0}"">&nbsp;</span></li><li data-leveltext=""&#61623;"" data-font=""Symbol"" data-listid=""2"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559685&quot;:720,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Symbol&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;&#61623;&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" aria-setsize=""-1"" data-aria-posinset=""2"" data-aria-level=""1""><span data-contrast=""none"">contributes to the broader learning community&nbsp;</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:0,&quot;335559739&quot;:0}"">&nbsp;</span></li><li data-leveltext=""&#61623;"" data-font=""Symbol"" data-listid=""2"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559685&quot;:720,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Symbol&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;&#61623;&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" aria-setsize=""-1"" data-aria-posinset=""3"" data-aria-level=""1""><span data-contrast=""none"">crafts accessible product building blocks&nbsp;</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:0,&quot;335559739&quot;:0}"">&nbsp;</span></li><li data-leveltext=""&#61623;"" data-font=""Symbol"" data-listid=""2"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559685&quot;:720,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Symbol&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;&#61623;&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" aria-setsize=""-1"" data-aria-posinset=""4"" data-aria-level=""1""><span data-contrast=""none"">advances accessibility maturity systematically We will share tangible examples that show how our practices across these dimensions help create an accessible learning ecosystem for all</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:0,&quot;335559739&quot;:0}"">&nbsp;</span></li></ul>",Panel Presentation (45 minutes),Accessibility and Inclusive Learning,"Association & Training Organizations, Corporate Learning, Higher Education, K-12",Novice,<p><strong>Aggi Jeemon</strong><br />D2L</p><p><strong>Jeff Geurts</strong><br />D2L</p><p><strong>Kate Wilhelm</strong><br />D2L</p>
"July 09, 2024",4:45 - 5:30PM,Improve Learner Engagement and Results with Creator+,206 AB,This session will explore Creator+ use cases that assist with student engagement and can also potentially increase success through interactive learning.,Standard Breakout (45 minutes),"D2L Brightspace Training, Learner Engagement, Student/Learner Success","Association & Training Organizations, Corporate Learning, Higher Education, K-12",Intermediate,<p><strong>Jacqueline Nelles</strong><br />D2L</p>
"July 09, 2024",4:45 - 5:30PM,Navigating the Future of Education: Using Generative AI With Brightspace Creator+,203 AB,"<span class=""NormalTextRun SCXW222946917 BCX0"">Discover the transformative power of integrating generative </span><span class=""NormalTextRun SCXW222946917 BCX0"">a</span><span class=""NormalTextRun SCXW222946917 BCX0"">rtificial </span><span class=""NormalTextRun SCXW222946917 BCX0"">i</span><span class=""NormalTextRun SCXW222946917 BCX0"">ntelligence (AI) with </span><span class=""NormalTextRun SCXW222946917 BCX0"">Bright</span><span class=""NormalTextRun SCXW222946917 BCX0"">s</span><span class=""NormalTextRun SCXW222946917 BCX0"">pace</span><span class=""NormalTextRun SCXW222946917 BCX0""> Creator+. This presentation unveils the enhancements in process, challenges </span><span class=""NormalTextRun SCXW222946917 BCX0"">encountered</span><span class=""NormalTextRun SCXW222946917 BCX0"">, </span><span class=""NormalTextRun SCXW222946917 BCX0"">and </span><span class=""NormalTextRun SCXW222946917 BCX0"">both</span><span class=""NormalTextRun SCXW222946917 BCX0""> expected and surprising outcomes of this innovative approach from our pilot course.&nbsp;</span>",Standard Breakout (45 minutes),"AI (Artificial Intelligence), Future of Work/Education, Upskilling/Reskilling",Association & Training Organizations,Intermediate,<p><strong>Don Griesheimer</strong><br />American Nurses Association</p><p><strong>Michelle Rivers</strong><br />American Nurses Association</p>
"July 09, 2024",4:45 - 5:30PM,"Unpaneling Leadership: Women, Identity and Building Strong Networks",Third Floor Foyer,"<p><span data-contrast=""auto"">Tired of the traditional panel format? Join us for an interactive workshop designed to empower female-identifying people in leadership. We'll ditch the one-way talks and embrace an ""</span><span data-contrast=""auto"">u</span><span data-contrast=""auto"">npanel"" approach, where our facilitators (formerly panelists) actively guide the conversation alongside participants. Together, we'll explore:</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:240,&quot;335559739&quot;:240}"">&nbsp;</span></p><ul><li data-leveltext=""&#61623;"" data-font=""Symbol"" data-listid=""2"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559685&quot;:720,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Symbol&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;&#61623;&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" aria-setsize=""-1"" data-aria-posinset=""4"" data-aria-level=""1""><span data-contrast=""auto"">t</span><span data-contrast=""auto"">he unique strengths women-identifying people bring to leadership and the challenges and opportunities that come with them</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:0,&quot;335559739&quot;:0}"">&nbsp;</span></li><li data-leveltext=""&#61623;"" data-font=""Symbol"" data-listid=""2"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559685&quot;:720,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Symbol&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;&#61623;&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" aria-setsize=""-1"" data-aria-posinset=""5"" data-aria-level=""1""><span data-contrast=""auto"">u</span><span data-contrast=""auto"">nmasking imposter syndrome and learning to leverage your authenticity as a leadership superpower</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:0,&quot;335559739&quot;:0}"">&nbsp;</span></li><li data-leveltext=""&#61623;"" data-font=""Symbol"" data-listid=""2"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559685&quot;:720,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Symbol&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;&#61623;&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" aria-setsize=""-1"" data-aria-posinset=""6"" data-aria-level=""1""><span data-contrast=""auto"">h</span><span data-contrast=""auto"">ow to cultivate a network of supportive relationships where you can both give and receive invaluable guidance</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:0,&quot;335559739&quot;:0}"">&nbsp;</span></li></ul><p><span data-contrast=""auto"">This is more than a workshop; it's a transformative experience. Don't miss out</span><span data-contrast=""auto"">.</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:240,&quot;335559739&quot;:240}"">&nbsp;</span></p>",Discussion Forum (45 minutes),Women in Learning and Development,"Association & Training Organizations, Corporate Learning, Higher Education, K-12","Advanced, Intermediate, Novice",<p><strong>Angela Gunder</strong><br />OLC</p><p><strong>Ashley Smith</strong><br />University of Southern California</p><p><strong>Bethany Simunich</strong><br />Quality Matters</p><p><strong>Joy Karavedas</strong><br />Orange Lutheran High School</p><p><strong>Kim Scalzo</strong><br />State University of New York</p><p><strong>Sonya Watkins</strong><br />University of Central Oklahoma</p>
"July 09, 2024",4:45 - 5:30PM,Using Brightspace&rsquo;s Insights Report Builder for a Data-driven Approach in to Support Student Success,206 EF,"<p><span data-contrast=""none"">Brightspace provides comprehensive datasets on student learning, which, when visualized, can offer deep insights into their educational progress. A limitation within the quiz performance tool is its inability to filter data by section, presenting a challenge for educators aiming to analyze quiz outcomes by specific class segments. In this presentation, we will discuss how Temasek Polytechnic, Singapore navigated this challenge by employing Brightspace&rsquo;s Insights Report Builder. This tool facilitates data preparation and the creation of visualized reports on student quiz performance, featuring section-based filtering. These reports are integrated directly into the course homepage, enabling educators to implement precise teaching interventions.</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;201341983&quot;:0,&quot;335559738&quot;:240,&quot;335559739&quot;:240,&quot;335559740&quot;:279}"">&nbsp;</span></p><p><span data-contrast=""none"">Building on this experience, we developed a comprehensive dashboard that includes detailed views of individual student quiz results, progress tracking through LMS content, reminders of upcoming assignment deadlines, and an analysis of students perceived versus actual performance in subjects. This enriched dataset empowers educators to conduct data-driven discussions with students, effectively guiding them towards achieving their academic potential. The utilization of LMS data for these enhancements underscores the system's significant role in boosting student support and educational outcomes, showcasing the potential in enriching the teaching and learning experience.</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;201341983&quot;:0,&quot;335559738&quot;:240,&quot;335559739&quot;:240,&quot;335559740&quot;:279}"">&nbsp;</span></p>",,"D2L Solutions How To's/Tips and Tricks, Data and Analytics, Student/Learner Success",Higher Education,"Advanced, Intermediate, Novice",<p><strong>Percy Wong</strong><br />Temasek Polytechnic&rsquo;s Learning Academy</p>
"July 09, 2024",4:45 - 5:30PM,"What is LTI, Where is it Going, and How it is Used",104 A,"<p>LTI plays a big role in ensuring learners have the best educational experiences imaginable with seamless and secure access to the digital tools and resources they need to succeed.&nbsp;<br /><br />Join us for an insightful panel discussion featuring experts from 1Edtech, Purdue University, and the University System of Georgia as they delve into key topics surrounding Learning Tools Interoperability (LTI) integrations in Brightspace. This engaging session will cover the entire LTI journey, including showcasing some new services coming to LTI. Topics include:</p><ul><li><strong>LTI Integration in Brightspace:</strong> Discover how LTI can enhance your educational experience, streamline workflows, improve learning outcomes, and learn about what&rsquo;s coming soon for LTI.</li><li><strong>Implementing and Supporting LTI Integrations:</strong> Unravel the mysteries behind implementing and supporting LTI integrations with third-party vendors.</li><li><strong>Sunsetting LTI and other LTI Security considerations:</strong> Understand the security implications of LTI and discuss scenarios where retiring outdated LTI integrations may become necessary.&nbsp;</li></ul>",Panel Presentation (45 minutes),Extensibility and Tech Ecosystem Integration,Higher Education,Intermediate,<p><strong>Jacques Menasche</strong><br />1EdTech</p><p><strong>Leo Smith</strong><br />Purdue Universtiy</p><p><strong>Mike Johnston</strong><br />D2L</p><p><strong>William Immonen</strong><br />University System of Georgia Board of Regents</p>
"July 09, 2024",5:10 - 5:30PM,Creating a Trusted Digital Learning Environment,202 CD,"We have great news if you want to streamline your institution's edtech asset management. Introducing new vendor self-assessment rubrics that help you understand how your edtech suppliers address accessibility, security practices and GenAI data. Learn how to leverage these community-developed rubrics and view the results in a user-friendly dashboard. Faculty benefit, too, by seeing which digital learning tools fit into your environment.",Lightning Session (20 minutes),LMS Site Admin and IT Effectiveness,Higher Education,Intermediate,<p><strong>Jacques Menasche</strong><br />1EdTech</p><p><strong>Jonathan Werth</strong><br />Minnesota State Colleges and Universities</p>
"July 09, 2024",5:10 - 5:30PM,Play Your Way Through UDL,205 A,Let&rsquo;s play a game. This session is an opportunity to use gamification to feel confident in recognition of UDL guidelines in course and content development and design within Brightspace D2L.,Lightning Session (20 minutes),Accessibility and Inclusive Learning,Higher Education,Novice,<p><strong>Donald Snead</strong><br />Middle Tennessee State University</p><p><strong>Everett Singleton</strong><br />Middle Tennessee State University</p><p><strong>Kim Godwin</strong><br />Middle Tennessee State University</p>
"July 09, 2024",8:00 - 10:30PM,EVENING EVENT: Hockey Night at Fusion,Hockey Hall of Fame,"<p><strong><em><span data-contrast=""auto"">Location:</span></em></strong><span data-contrast=""auto""> Hockey Hall of Fame</span><span data-contrast=""auto"">, </span><span data-contrast=""auto"">Esso Great Hall Entra</span><span data-contrast=""auto"">nce (corner of Younge St and Front St W)</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:240,&quot;335559739&quot;:240}"">&nbsp;</span></p><p><strong><em><span data-contrast=""auto"">Note: </span></em></strong><em><span data-contrast=""auto"">Guests must be wearing a Fusion badge and be prepared to show proper identification (ID).</span></em><em> </em><em><span data-contrast=""auto"">Must be 19+ to attend.</span></em><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:240,&quot;335559739&quot;:240}"">&nbsp;</span></p><p><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:240,&quot;335559739&quot;:240}"">&nbsp;</span></p><p><span data-contrast=""auto"">Join us for a beauty of a night at the Hockey Hall of Fame. There will be plenty of interactive experiences, appetizers, drinks, music and more</span><span data-contrast=""auto"">.</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:240,&quot;335559739&quot;:240}"">&nbsp;</span></p><p><span data-contrast=""auto"">Whether you&rsquo;re a hockey fan or not, you don&rsquo;t want to miss your chance to:</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:240,&quot;335559739&quot;:240}"">&nbsp;</span></p><ul><li data-leveltext=""&#61623;"" data-font=""Symbol"" data-listid=""2"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559685&quot;:720,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Symbol&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;&#61623;&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" aria-setsize=""-1"" data-aria-posinset=""12"" data-aria-level=""1""><span data-contrast=""auto"">t</span><span data-contrast=""auto"">est your goal-scoring and goal-keeping skills</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:0,&quot;335559739&quot;:0}"">&nbsp;</span></li><li data-leveltext=""&#61623;"" data-font=""Symbol"" data-listid=""2"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559685&quot;:720,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Symbol&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;&#61623;&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" aria-setsize=""-1"" data-aria-posinset=""13"" data-aria-level=""1""><span data-contrast=""auto"">g</span><span data-contrast=""auto"">et behind the camera to be a sports commentator</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:0,&quot;335559739&quot;:0}"">&nbsp;</span></li><li data-leveltext=""&#61623;"" data-font=""Symbol"" data-listid=""2"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559685&quot;:720,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Symbol&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;&#61623;&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" aria-setsize=""-1"" data-aria-posinset=""14"" data-aria-level=""1""><span data-contrast=""auto"">t</span><span data-contrast=""auto"">ry your hand at broadcasting a game play-by-play</span></li><li data-leveltext=""&#61623;"" data-font=""Symbol"" data-listid=""2"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559685&quot;:720,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Symbol&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;&#61623;&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" aria-setsize=""-1"" data-aria-posinset=""14"" data-aria-level=""1"">t<span data-contrast=""auto"">ake in some hockey history, and tour the various hockey exhibits and collections</span></li><li data-leveltext=""&#61623;"" data-font=""Symbol"" data-listid=""2"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559685&quot;:720,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Symbol&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;&#61623;&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" aria-setsize=""-1"" data-aria-posinset=""14"" data-aria-level=""1"">d<span data-contrast=""auto"">rop by the Tim Hortons Lounge to grab a snack and chill in a Muskoka chair</span></li><li data-leveltext=""&#61623;"" data-font=""Symbol"" data-listid=""2"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559685&quot;:720,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Symbol&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;&#61623;&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" aria-setsize=""-1"" data-aria-posinset=""14"" data-aria-level=""1"">c<span data-contrast=""auto"">heck out the DJ, and bust your moves on the dance floor</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:0,&quot;335559739&quot;:0}"">&nbsp;</span></li></ul>",Networking,"Accessibility and Inclusive Learning, AI (Artificial Intelligence), Augmented or Virtual Reality, Blended Learning or Hy-Flex, Certification, Micro-Credentialing, Competency-based Learning, Change Management, D2L Brightspace Training, D2L Solutions How To's/Tips and Tricks, Data and Analytics, Diversity, Equity and Inclusion, Extensibility and Tech Ecosystem Integration, Faculty and Trainer Development, Future of Work/Education, Upskilling/Reskilling, Health, Sustainability and Wellness, Instructional Technology and Design, Leadership and Organizational Strategy, Learner Engagement, LMS Site Admin and IT Effectiveness, Online Instruction and Instructor/Trainer Presence, Personalized Learning, Student/Learner Success, Third-Party Solutions, Women in Learning and Development","Association & Training Organizations, Corporate Learning, Higher Education, K-12","Advanced, Intermediate, Novice",
"July 10, 2024",7:00 - 7:45AM,Sunrise Yoga (Registration is required),Fairmount Royal York- Confederation 5-6,"<p><span data-contrast=""auto"">Rise and shine with a gentle flow designed to set the pace for the day ahead. In this class you will be guided through a variety of poses intended to warm up and energize the body and will leave you feeling balanced and ready to enter the rest of your day refreshed. Everyone welcome. </span><span data-contrast=""auto"">Space is limited and registration is required. You can register </span><a href=""https://app.smartsheet.com/b/form/585bc5b372a6436bbd7957d2747d4352""><span data-contrast=""none"">here</span></a><span data-contrast=""auto"">.</span><span data-ccp-props=""{}"">&nbsp;</span></p><p><strong><span data-contrast=""auto"">Note:</span></strong><span data-contrast=""auto""> Yoga will be taking place at Fairmount Royal York in Confederation 5-6, on the second floor.</span><span data-ccp-props=""{}"">&nbsp;</span></p>",Wellness,"Health, Sustainability and Wellness","Association & Training Organizations, Corporate Learning, Higher Education, K-12","Advanced, Intermediate, Novice",<p><strong>Martha Fedorak</strong><br />D2L</p>
"July 10, 2024",8:00 - 9:00AM,Breakfast,Mainstage Foyer,,Meals,,,,
"July 10, 2024",8:00AM - 4:00PM,Sensory Room,103 A,"<span class=""NormalTextRun SCXW259107630 BCX0"">Need a sensory break? Step into the Sensory Room where </span><span class=""NormalTextRun SCXW259107630 BCX0"">we&rsquo;ve</span><span class=""NormalTextRun SCXW259107630 BCX0""> adjusted the lighting, sounds and experiences to provide a space to decompress. Block out the world with some brown noise, sit or lay down in a variety of seating options, and experience different feeling sensations as the tension melts away from your body. Not needing that break but want to learn more about this concept? We invite you to come and explore but ask that you be mindful of others using the space.</span>",,,"Association & Training Organizations, Corporate Learning, Higher Education, K-12","Intermediate, Novice, Advanced",
"July 10, 2024",9:00 - 10:30AM,FIVE-MINUTE FLARE: Pawsitive Training: Unleashing Instructor Potential in D2L Brightspace,Mainstage,"<strong>NOTE:</strong> This Five Minute Flare will be taking place on Mainstage during ""Wake Up, Fusion!""<br /><br />This session offers a lighthearted take on strategies for teaching instructors about D2L Brightspace. Dig into humorous comparisons between human traits and dog breed personalities, then use those analogies to explore Brightspace tools and strategies for conquering resistance to learning and fostering success. From enthusiastic retrievers to cautious beagles, discover the power of positive reinforcement to unleash the best in your instructors.",Five-Minute Flare (5 minutes),D2L Brightspace Training,Higher Education,Novice,<p><strong>Amy Hamman</strong><br />University of Arizona</p>
"July 10, 2024",9:00 - 10:30AM,"MAINSTAGE: Wake Up, Fusion!",Mainstage,"Join us for this Fusion morning talk show. Interviews, presentations, dance and musical performances, along with some audience interaction. We hope to provide the perfect kickoff for Day 3 of Fusion 2024. Special guests will be announced soon.",Mainstage,,"Association & Training Organizations, Corporate Learning, Higher Education, K-12","Advanced, Intermediate, Novice",<p><strong>Allison Sinclair</strong><br />D2L</p><p><strong>Anita Joshi</strong><br />D2L</p><p><strong>Barry Dahl</strong><br />D2L</p>
"July 10, 2024",10:30AM - 2:30PM,AI Lab Station,Exhibit Lounge,"<span class=""NormalTextRun SCXW91322733 BCX0"" data-ccp-parastyle=""Normal (Web)"">This is an interactive station where D2Lers will show concepts of AI-driven features for the purpose of capturing ideas, </span><span class=""NormalTextRun SCXW91322733 BCX0"" data-ccp-parastyle=""Normal (Web)"">input</span><span class=""NormalTextRun SCXW91322733 BCX0"" data-ccp-parastyle=""Normal (Web)""> and feedback to help inform our product roadmap.</span>",,AI (Artificial Intelligence),"Association & Training Organizations, Corporate Learning, Higher Education, K-12","Advanced, Intermediate, Novice",
"July 10, 2024",10:30AM - 2:30PM,Accessibility Lab Station,Exhibit Lounge,"<span class=""NormalTextRun SCXW45452347 BCX0"" data-ccp-parastyle=""Normal (Web)"">Visit this interactive station to find out what </span><span class=""NormalTextRun ContextualSpellingAndGrammarErrorV2Themed SCXW45452347 BCX0"" data-ccp-parastyle=""Normal (Web)"">drives</span><span class=""NormalTextRun SCXW45452347 BCX0"" data-ccp-parastyle=""Normal (Web)""> accessibility and inclusive learning experiences for D2L and learn about the latest in accessibility on the Brightspace platform.</span>",,Accessibility and Inclusive Learning,"Association & Training Organizations, Corporate Learning, Higher Education, K-12","Advanced, Intermediate, Novice",
